Event_Id,Investigation_Type,Accident_Number,Event_Date,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_Damage,Aircraft_Category,Make,Model,Number_of_Engines,Engine_Type,Purpose_of_Flight,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_Phase_of_Flight,Report_Status
20191024X72231,Accident,GAA20CA095,10/23/19,"Marion, AL",United States,32.510556,-87.384722,A08,Vaiden Field,Non-Fatal,Substantial,Airplane,Cessna,120,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Factual
20191023X23030,Accident,CEN20FA012B,10/23/19,"Hebbronville, TX",United States,27.3725,-98.633334,Unknown,Unknown,Fatal,Substantial,Helicopter,Robinson,R22,1,Reciprocating,Business,2,1,0,1,VMC,MANEUVERING,Preliminary
20191023X23030,Accident,CEN20FA012A,10/23/19,"Hebbronville, TX",United States,27.3725,-98.633334,Unknown,Unknown,Fatal,Destroyed,Helicopter,ROBINSON,R22 Beta,1,Reciprocating,Business,2,1,0,1,VMC,MANEUVERING,Preliminary
20191023X03800,Accident,WPR20LA012,10/22/19,"Holden, UT",United States,39.139166,-112.275,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Czech Sport Aircraft,Sportcruiser,1,Reciprocating,Personal,0,0,0,1,Unknown,CRUISE,Preliminary
20191023X05941,Accident,CEN20LA013,10/22/19,"Lamesa, TX",United States,32.735,-101.743333,Unknown,Unknown,Non-Fatal,Minor,Airplane,Air Tractor,AT 502,1,Turbo Prop,Aerial Application,0,1,0,1,VMC,MANEUVERING,Factual
20191021X42408,Accident,GAA20CA044,10/21/19,"Brooksville, FL",United States,28.473611,-82.455556,BKV,Brooksville-Tampa Bay Rgnl,Non-Fatal,Substantial,Gyroplane,RICHARD B CARPENTER,AR-1,1,Reciprocating,Personal,0,0,0,1,VMC,TAKEOFF,Factual
20191020X53853,Accident,GAA20CA041,10/21/19,"Nantucket, MA",United States,41.334722,-70.299444,MA55,Muskeget Island,Non-Fatal,Substantial,Airplane,Maule,MX7,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Factual
20191020X24101,Accident,WPR20FA008,10/20/19,"Angel Fire, NM",United States,36.393055,-105.286944,AXX,Angel Fire,Fatal,Substantial,Airplane,Piper,PA 24,1,Reciprocating,Personal,2,0,0,0,VMC,TAKEOFF,Preliminary
20191021X15311,Accident,GAA20CA040,10/20/19,"Reno, NV",United States,40.200833,-119.868889,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Kitfox,S7,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Factual
20191020X50853,Accident,GAA20CA038,10/20/19,"Wedgefield, FL",United States,28.102778,-80.645277,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Piper,PA28,1,Reciprocating,Instructional,0,0,0,2,IMC,CRUISE,Factual
20191021X13706,Accident,ERA20FA014,10/20/19,"Raleigh, NC",United States,35.854167,-78.757778,RDU,Raleigh-Durham Int,Fatal,Destroyed,Airplane,Piper,PA32,1,Reciprocating,Personal,2,0,0,0,VMC,APPROACH,Preliminary
20191021X74218,Accident,CEN20FA009,10/20/19,"White Plains, AL",United States,33.749722,-85.723334,Unknown,Unknown,Fatal,Destroyed,Airplane,Vans,VANS RV-8,1,Reciprocating,Personal,1,0,0,0,VMC,CRUISE,Preliminary
20191109X20522,Accident,GAA20CA079,10/19/19,"Quakertown, PA",United States,40.435277,-75.381945,UKT,QUAKERTOWN,Non-Fatal,Substantial,Airplane,Piper,PA28,1,Reciprocating,Instructional,0,0,0,1,VMC,LANDING,Factual
20191019X10346,Accident,GAA20CA039,10/19/19,"Safford, AZ",United States,32.693889,-109.690277,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Zenair,CH 701,1,Reciprocating,Personal,0,0,0,2,VMC,MANEUVERING,Factual
20191019X04853,Accident,GAA20CA037,10/19/19,"Albuquerque, NM",United States,35.084444,-106.650278,Unknown,Unknown,Non-Fatal,Substantial,Balloon,Ultramagic,N 250,1,None,Business,0,0,0,13,VMC,LANDING,Factual
20191018X41633,Accident,GAA20CA043,10/18/19,"Knoxville, TN",United States,35.963056,-83.876667,DKX,KNOXVILLE DOWNTOWN ISLAND,Non-Fatal,Substantial,Airplane,Zenair,ZENITH 801,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Factual
20191018X95836,Accident,GAA20CA036,10/18/19,"Marble Canyon, AZ",United States,36.810833,-111.644444,L41,Marble Canyon,Non-Fatal,Substantial,Airplane,Titan,TITAN TORNADO II,1,Reciprocating,Personal,0,0,0,1,VMC,TAKEOFF,Factual
20191018X20936,Accident,GAA20CA034,10/18/19,"King City, CA",United States,36.198055,-121.110278,KIC,Mesa Del Rey,Non-Fatal,Substantial,Helicopter,Bell,47G,1,Reciprocating,Aerial Application,0,0,1,0,VMC,LANDING,Factual
20191022X21222,Accident,ERA20LA018,10/18/19,"Madisonville, TN",United States,35.550556,-84.374445,MNV,Monroe County,Non-Fatal,Substantial,Airplane,Beech,N35,1,Reciprocating,Personal,0,0,0,1,VMC,GO-AROUND,Factual
20191021X35815,Accident,ERA20LA017,10/18/19,"Shellman, GA",United States,31.642222,-84.587777,Unknown,Unknown,Non-Fatal,Destroyed,Airplane,Ayres,S2R,1,Turbo Prop,Aerial Application,0,0,0,1,VMC,CRUISE,Preliminary
20191018X73851,Accident,ERA20FA013,10/18/19,"Tamaqua, PA",United States,40.743333,-76.018334,Unknown,Unknown,Fatal,Substantial,Glider,SPORTINE AVIACIJA,LAK17,1,Electric,Personal,1,0,0,0,VMC,CRUISE,Preliminary
20191017X22012,Accident,WPR20LA009,10/17/19,"Stockton, CA",United States,37.895555,-121.259444,SCK,Stockton Metropolitan Airport,Non-Fatal,Substantial,Airplane,Cessna,206,1,Reciprocating,Instructional,0,0,2,0,VMC,TAKEOFF,Preliminary
20191021X25252,Accident,GAA20CA046,10/17/19,"New Braunfels, TX",United States,29.705833,-98.043333,BAZ,New Braunfels Rgnl,Non-Fatal,Substantial,Airplane,Cessna,L19,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Factual
20191018X35916,Accident,GAA20CA035,10/17/19,"Overton, NV",United States,36.51,-114.375834,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,Robinson,R22,1,Reciprocating,Instructional,0,0,0,2,VMC,TAKEOFF,Factual
20191018X04535,Accident,GAA20CA033,10/17/19,"Fabens, TX",United States,31.654722,-106.303333,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Weatherly,620,1,Reciprocating,Aerial Application,0,0,0,1,VMC,MANEUVERING,Factual
20191017X61153,Accident,GAA20CA032,10/17/19,"Monument Valley, UT",United States,37.016667,-110.200556,UT25,Monument Valley,Non-Fatal,Substantial,Airplane,Flight Design,CTLS,1,Reciprocating,Personal,0,0,2,0,VMC,TAKEOFF,Factual
20191017X50324,Accident,GAA20CA031,10/17/19,"Alvin, TX",United States,29.451389,-95.3025,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Ercoupe,415,1,Reciprocating,Personal,0,0,0,1,VMC,CRUISE,Factual
20191018X65951,Accident,ERA20FA012,10/17/19,"New Salem, NC",United States,35.149166,-80.362222,Unknown,Unknown,Fatal,Substantial,Helicopter,Bell,206,1,Turbo Shaft,Aerial Application,1,0,0,0,Unknown,MANEUVERING,Preliminary
20191019X90834,Accident,DCA20CA003,10/17/19,"Tres Pinos, CA",United States,36.8125,-121.185833,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Kitty Hawk,Heaviside2,8,Electric,Flight Test,0,0,0,0,VMC,LANDING,Probable Cause
20191017X95817,Accident,CEN20FA008,10/17/19,"Green Bay, WI",United States,44.4225,-87.935833,WI78,Martins Aerodrome,Fatal,Substantial,Airplane,Aeronca,7AC,1,Reciprocating,Personal,2,0,0,0,VMC,LANDING,Preliminary
20191017X25647,Accident,GAA20CA030,10/16/19,"Gerlach, NV",United States,40.335,-119.908056,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Piper,PA18,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Factual
20191021X62154,Accident,ERA20LA016,10/16/19,"Augusta, GA",United States,33.371945,-81.971667,AGS,Augusta Rgnl At Bush Field,Non-Fatal,Unknown,Airplane,Bombardier,BD 700 1A10,2,Turbo Fan,Business,0,1,0,0,VMC,TAXI,Preliminary
20191021X53431,Accident,CEN20LA021,10/16/19,"Unknown, GM",United States,25.3825,-90.125834,Unknown,Unknown,Unavailable,Unknown,Airplane,Piper,PA23,2,Reciprocating,Personal,0,0,0,0,Unknown,UNKNOWN,Preliminary
20191016X40511,Accident,GAA20CA029,10/15/19,"Flannigan, NV",United States,40.13,-119.91,Unknown,Dead Cow Lakebed Airstrip,Non-Fatal,Substantial,Airplane,Cessna,180,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Factual
20191015X55801,Accident,GAA20CA028,10/15/19,"Lebanon, NH",United States,43.626111,-72.304167,LEB,Lebanon Muni,Non-Fatal,Substantial,Airplane,Luscombe,8,1,Reciprocating,Personal,0,0,1,0,VMC,LANDING,Factual
20191015X55607,Accident,GAA20CA023,10/15/19,"Louisville, KY",United States,38.227778,-85.664722,LOU,BOWMAN FIELD,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Instructional,0,0,0,1,VMC,LANDING,Factual
20191015X24741,Accident,GAA20CA014,10/15/19,"Colorado Springs, CO",United States,38.942777,-104.57,FLY,Meadow Lake,Non-Fatal,Substantial,Airplane,Piper,PA38,1,Reciprocating,Personal,0,0,0,2,VMC,TAKEOFF,Factual
20191024X15601,Accident,GAA20CA045,10/14/19,"Buckeye, AZ",United States,33.420556,-112.686111,BXK,Buckeye Muni,Non-Fatal,Substantial,Airplane,AEROPRO CZ,A220,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Factual
20191015X65228,Accident,GAA20CA022,10/14/19,"Douglas, GA",United States,31.476667,-82.860556,DQH,Douglas Muni,Non-Fatal,Substantial,Airplane,Beech,36,1,Turbo Prop,Personal,0,0,0,1,VMC,LANDING,Factual
20191014X71714,Accident,GAA20CA013,10/14/19,"Breckenridge, TX",United States,32.718889,-98.891666,BKD,Stephens County,Non-Fatal,Substantial,Airplane,SOCATA,TBM700,1,Turbo Prop,Personal,0,0,0,2,VMC,LANDING,Factual
20191015X65516,Accident,ERA20FA009,10/14/19,"Cameron, NC",United States,35.271667,-79.254444,84NC,Rooster Field,Fatal,Substantial,Airplane,Vans,RV4,1,Reciprocating,Personal,1,0,0,0,VMC,APPROACH,Preliminary
20191015X44008,Accident,WPR20LA007,10/13/19,"Susanville, CA",United States,40.556111,-120.839166,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,Hiller,UH 12E,1,Turbo Shaft,Aerial Application,0,0,1,0,VMC,MANEUVERING,Preliminary
20191014X71504,Accident,GAA20CA015,10/13/19,"Goddard, KS",United States,37.6925,-97.543611,SN64,ECK FIELD,Non-Fatal,Substantial,Airplane,Taylorcraft,BC12,1,Reciprocating,Personal,0,0,0,2,VMC,TAKEOFF,Factual
20191014X71420,Accident,CEN20LA016,10/13/19,"Springtown, TX",United States,32.986666,-97.619723,61TE,Kezer Air Ranch,Non-Fatal,Substantial,Airplane,Piper,PA-28R-200,1,Reciprocating,Positioning,0,0,1,0,VMC,Unknown,Factual
20191016X21654,Accident,ANC20LA002,10/13/19,"Palmer, AK",United States,61.450278,-148.683334,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Personal,0,0,0,1,VMC,CRUISE,Preliminary
20191012X05840,Accident,GAA20CA026,10/12/19,"Lusby, MD",United States,38.361111,-76.405278,MD50,Chesapeake Ranch,Non-Fatal,Substantial,Airplane,"LLEWELLYN, WARWINC W",Vans RV-4,1,Reciprocating,Personal,0,0,2,0,VMC,TAKEOFF,Factual
20191013X12218,Accident,GAA20CA025,10/12/19,"Key West, FL",United States,24.556111,-81.76,EYW,Key West Intl,Non-Fatal,Unknown,Airplane,Cessna,172,1,Reciprocating,Personal,0,1,0,1,VMC,STANDING,Factual
20191014X71207,Accident,GAA20CA024,10/12/19,"Greenville, TX",United States,33.067778,-96.065278,GVT,Majors,Non-Fatal,Substantial,Airplane,Cessna,180,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Factual
20191012X90206,Accident,GAA20CA011,10/12/19,"Henrys Lake, ID",United States,44.673611,-111.424445,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Champion,8GCBC,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Factual
20191014X71247,Accident,CEN20TA007,10/12/19,"Montgomery, TX",United States,30.336666,-95.679445,Unknown,Unknown,Non-Fatal,Substantial,Gyroplane,AutoGyro GmbH,MTO Sport,1,Reciprocating,Personal,0,1,1,0,VMC,TAKEOFF,Factual
20191127X41735,Accident,ANC20CA006,10/12/19,"Moose Pass, AK",United States,60.516667,-149.5,PVT,Private,Non-Fatal,Substantial,Airplane,Piper,PA18,1,Reciprocating,Unknown,0,0,0,2,VMC,LANDING,Factual
20191011X32326,Accident,GAA20CA027,10/11/19,"Gastonia, NC",United States,35.201944,-81.150278,AKH,GASTONIA MUNI,Non-Fatal,Substantial,Airplane,ZENITH,ZENITH 601XLB,1,Reciprocating,Personal,0,0,1,0,VMC,TAKEOFF,Factual
20191012X73843,Accident,GAA20CA021B,10/11/19,"Cedartown, GA",United States,34.018611,-85.146389,4A4,Polk County Airport- Cornelius,Non-Fatal,Unknown,Airplane,De Havilland,DHC 6 TWIN OTTER,2,Reciprocating,Skydiving,0,0,0,12,VMC,LANDING,Factual
20191012X73843,Accident,GAA20CA021A,10/11/19,"Cedartown, GA",United States,34.018611,-85.146389,4A4,Polk County Airport- Cornelius,Non-Fatal,Substantial,Airplane,WINGTIP TO WINGTIP LLC,PANZL S-330,1,Reciprocating,Personal,0,0,0,12,VMC,TAXI,Factual
20191011X13518,Accident,GAA20CA020,10/11/19,"Willacoochee, GA",United States,31.398889,-83.001389,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Ayres,S2R,1,Turbo Prop,Aerial Application,0,0,1,0,VMC,MANEUVERING,Factual
20191011X11255,Accident,GAA20CA019,10/11/19,"Coeur d'Alene, ID",United States,47.769167,-116.818611,COE,COEUR D'ALENE - PAPPY BOYINGTO,Non-Fatal,Substantial,Weight-Shift,ANTARES,MA33,1,Reciprocating,Personal,0,1,0,0,VMC,TAKEOFF,Factual
20191011X05917,Accident,GAA20CA018,10/11/19,"Langley, WA",United States,48.0175,-122.437777,W10,Whidbey Air Park,Non-Fatal,Substantial,Airplane,FOXWORTHY RICK A,SONEX,1,Reciprocating,Flight Test,0,1,0,0,VMC,MANEUVERING,Factual
20191010X74218,Accident,GAA20CA017,10/10/19,"Dayton, OH",United States,39.588889,-84.224723,MGY,Dayton-Wright Brothers,Non-Fatal,Substantial,Airplane,Piper,PA28,1,Reciprocating,Instructional,0,0,0,2,VMC,CRUISE,Factual
20191011X12800,Accident,GAA20CA009,10/10/19,"Waynesburg, PA",United States,39.901111,-80.130556,WAY,Greene County,Non-Fatal,Substantial,Airplane,Aeronca,7AC,1,Reciprocating,Instructional,0,0,0,2,VMC,LANDING,Factual
20191010X03615,Accident,GAA20CA008,10/10/19,"Big Flats, NY",United States,42.117223,-76.918334,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Piper,PA18,1,Reciprocating,Ferry,0,0,0,1,VMC,TAKEOFF,Factual
20191009X72523,Accident,GAA20CA042,10/9/19,"Somerville, TN",United States,35.196666,-89.396389,FYE,Fayette County,Non-Fatal,Substantial,Airplane,Beech,19,1,Reciprocating,Personal,0,0,0,1,VMC,TAKEOFF,Factual
20191022X04218,Accident,CEN20FA010,10/9/19,"Aberdeen, SD",United States,45.561667,-98.460278,ABR,Aberdeen Regional Airport,Fatal,Destroyed,Airplane,Cessna,172,1,Reciprocating,Personal,1,0,0,0,IMC,UNKNOWN,Preliminary
20191008X73025,Accident,WPR20FA005,10/8/19,"Camarillo, CA",United States,34.213611,-119.094444,CMA,Camarillo,Fatal,Substantial,Airplane,Bede,BD5,1,Reciprocating,Personal,1,0,0,0,VMC,APPROACH,Preliminary
20191008X64226,Accident,CEN20LA006,10/8/19,"Waukesha, WI",United States,43.032778,-88.234722,UES,Waukesha County,Non-Fatal,Substantial,Airplane,Beech,36,0,Unknown,Personal,0,0,0,2,VMC,TAKEOFF,Preliminary
20191011X30425,Accident,GAA20CA012,10/7/19,"Rio Rancho, NM",United States,35.241666,-106.767778,Unknown,Unknown,Non-Fatal,Destroyed,Balloon,Aerostar International,RX 7,0,Unknown,Air Race/Show,0,0,2,0,VMC,LANDING,Factual
20191011X24943,Accident,GAA20CA010,10/7/19,"Fallon, NV",United States,39.499166,-118.748889,FLX,Fallon Muni,Non-Fatal,Substantial,Airplane,Cessna,150,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Factual
20191008X32741,Accident,GAA20CA007,10/7/19,"Kodiak, AK",United States,56.938611,-154.1825,Unknown,Unknown,Non-Fatal,Substantial,Airplane,De Havilland,BEAVER DHC 2,1,Reciprocating,Positioning,0,0,0,1,VMC,LANDING,Factual
20191008X95051,Accident,ERA20LA008,10/7/19,"Fort Myers, FL",United States,26.533611,-81.759167,RSW,Southwest Florida Intl,Non-Fatal,Substantial,Airplane,Raytheon,HAWKER,2,Turbo Fan,Unknown,0,0,0,4,VMC,TAKEOFF,Factual
20191007X94806,Accident,ERA20LA006,10/7/19,"Charleston, SC",United States,32.898611,-80.040555,CHS,Charleston Afb/Intl,Non-Fatal,Substantial,Airplane,HONDA AIRCRAFT,HA-420,2,Turbo Jet,Executive/Corporate,0,0,0,5,IMC,LANDING,Preliminary
20191007X04618,Accident,WPR20LA004,10/6/19,"Marana, AZ",United States,32.43,-111.39,AZ67,El Tiro,Non-Fatal,Substantial,Glider,Glaser Dirks,DG500,0,Unknown,Personal,0,0,1,1,VMC,Unknown,Preliminary
20191006X33854,Accident,CEN20LA004,10/6/19,"Ranger, TX",United States,32.4475,-98.682778,F23,Ranger Muni,Non-Fatal,Substantial,Airplane,BEECH,B36,1,Reciprocating,Personal,0,0,0,4,VMC,TAKEOFF,Preliminary
20191006X31934,Accident,CEN20FA003,10/6/19,"Bixby, MO",United States,37.361389,-91.04,Unknown,Unknown,Fatal,Substantial,Airplane,Lancair,LANCAIR LEGACY,1,Reciprocating,Personal,1,0,0,0,IMC,CRUISE,Preliminary
20191007X22236,Accident,WPR20LA001,10/5/19,"Moore, UT",United States,38.953889,-110.996389,Unknown,Unknown,Fatal,Substantial,Powered Parachute,Buckeye,BREEZE,1,Reciprocating,Personal,1,0,0,0,Unknown,TAKEOFF,Preliminary
20191006X95852,Accident,GAA20CA005,10/5/19,"Dublin, TX",United States,32.068334,-98.325278,9F0,Dublin Muni,Non-Fatal,Substantial,Gyroplane,Pavel Vagner,TANGO,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Factual
20191007X51728,Accident,GAA20CA004,10/5/19,"Triangle, ID",United States,42.750278,-116.674723,2ID3,JOSEPHINE RANCH,Non-Fatal,Substantial,Airplane,Reed Mike,SMITHS SUPER CUB,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Factual
20191005X90127,Accident,ERA20FA003,10/5/19,"Pembroke Pines, FL",United States,25.999444,-80.468334,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Champion,7ECA,1,Reciprocating,Instructional,0,2,0,0,VMC,MANEUVERING,Preliminary
20191010X24754,Accident,CEN20LA005,10/5/19,"Garden Ridge, TX",United States,29.621945,-98.277223,TS67,Kitty Hawk Flying Field,Non-Fatal,Substantial,Airplane,Zenair,ZENITH CH 701,0,Reciprocating,Personal,0,0,0,2,VMC,TAKEOFF,Factual
20191005X82852,Accident,CEN20FA002,10/5/19,"Kokomo, IN",United States,40.475,-86.063333,OKK,Kokomo Municipal Airport,Fatal,Destroyed,Airplane,Piper,AEROSTAR 602P,2,Unknown,Business,1,0,0,0,VMC,MANEUVERING,Preliminary
20191005X20852,Accident,GAA20CA006,10/4/19,"Kaplan, LA",United States,29.937222,-92.319723,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Personal,0,0,1,0,VMC,CRUISE,Factual
20191007X44410,Accident,GAA20CA003,10/4/19,"Lake Elsinore, CA",United States,33.63,-117.301667,CA89,Skylark Field,Non-Fatal,Substantial,Airplane,Vans,RV9,1,Reciprocating,Personal,0,0,0,2,VMC,TAXI,Factual
20191004X00403,Accident,ERA20LA011,10/4/19,"Harrisburg, PA",United States,40.176111,-76.726945,MDT,HARRISBURG INTL,Non-Fatal,Substantial,Airplane,Piper,PA46,1,Reciprocating,Personal,0,0,2,0,VMC,APPROACH,Preliminary
20191005X13313,Accident,ERA20FA002,10/4/19,"Asheboro, NC",United States,35.615278,-79.882223,HBI,Asheboro Rgnl,Fatal,Destroyed,Airplane,PIPER,PA28,0,Reciprocating,Personal,2,0,0,0,VMC,APPROACH,Preliminary
20191004X20531,Accident,ERA20TA005,10/3/19,"Fort Meade, FL",United States,27.701667,-81.786111,Unknown,Unknown,Non-Fatal,Substantial,Gyroplane,SILVERLIGHT AVIATION LLC,AR-1,1,Reciprocating,Instructional,0,0,0,1,VMC,Unknown,Preliminary
20191004X94049,Accident,ERA20LA004,10/3/19,"Fort Meade, FL",United States,27.702222,-81.768889,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,Bell,OH 58A,1,Turbo Shaft,Public Aircraft - Local,0,0,0,1,VMC,MANEUVERING,Preliminary
20191003X13056,Accident,CEN20FA001,10/3/19,"Lansing, MI",United States,42.780278,-84.606111,LAN,Capital Region International,Fatal,Substantial,Airplane,Socata,TBM 700,1,Turbo Prop,Business,5,1,0,0,IMC,APPROACH,Preliminary
20191007X23255,Accident,GAA20CA002,10/2/19,"Carlsbad, CA",United States,33.128334,-117.28,CRQ,Mc Clellan-Palomar,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,1,Reciprocating,Instructional,0,0,0,2,VMC,LANDING,Factual
20191002X11326,Accident,ERA20MA001,10/2/19,"Windsor Locks, CT",United States,41.931667,-72.692222,BDL,Bradley Intl,Fatal,Destroyed,Airplane,Boeing,B17,4,Reciprocating,Other Work Use,7,5,2,0,VMC,LANDING,Preliminary
20191001X33153,Accident,GAA20CA001,10/1/19,"Longs, SC",United States,33.929723,-78.735555,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Taylorcraft,BC12,1,Reciprocating,Personal,0,0,0,1,VMC,CRUISE,Factual
20191211X01805,Accident,ERA20LA052,10/1/19,"Grove City, PA",United States,41.146111,-80.168056,29D,Grove City,Non-Fatal,Substantial,Airplane,Beech,55,2,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Preliminary
20190929X70917,Accident,ERA19FA283,9/29/19,"Deland, FL",United States,29.024445,-81.344166,DED,Deland Muni-Sidney H Taylor Fi,Fatal,Destroyed,Airplane,Cessna,421,2,Reciprocating,Personal,3,0,0,0,VMC,MANEUVERING,Preliminary
20190928X43241,Accident,GAA19CA577,9/28/19,"Morrisville, VT",United States,44.534444,-72.613889,MVL,Morrisville-Stowe State,Non-Fatal,Substantial,Airplane,Pitts,S2,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Probable Cause
20190928X24100,Accident,ERA19LA287,9/28/19,"Sanford, ME",United States,43.393889,-70.708056,SFM,Sanford Seacoast Regional,Non-Fatal,Substantial,Helicopter,Robinson,R44,1,Reciprocating,Instructional,0,1,0,0,VMC,TAXI,Factual
20190928X02511,Accident,ERA19LA286,9/28/19,"Dalton, GA",United States,34.883334,-84.888889,GA72,Pratermill Flight Park,Fatal,Substantial,Weight-Shift,SOLO WINGS,WINDLASS,1,Reciprocating,Personal,1,0,0,0,VMC,MANEUVERING,Probable Cause
20190928X04048,Accident,ERA19LA285,9/28/19,"Bloomsburg, PA",United States,40.992222,-76.468334,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,Enstrom,F28,1,Reciprocating,Aerial Observation,0,1,2,0,VMC,LANDING,Factual
20190930X02922,Accident,WPR19LA267,9/27/19,"Modesto, CA",United States,37.625834,-120.954444,Unknown,Unknown,Non-Fatal,Destroyed,Airplane,Piper,PA28,0,Unknown,Personal,0,0,0,1,Unknown,CRUISE,Preliminary
20190930X01236,Accident,GAA19CA586,9/27/19,"Williams, CA",United States,39.094722,-122.097777,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Piper,PA 12,1,Reciprocating,Personal,0,0,0,1,VMC,TAXI,Probable Cause
20190930X01833,Accident,GAA19CA582,9/27/19,"Mesa, AZ",United States,33.460833,-111.728334,FFZ,Falcon Fld,Non-Fatal,Substantial,Airplane,Diamond,DA 40,1,Reciprocating,Instructional,0,0,0,1,VMC,LANDING,Probable Cause
20190930X60531,Accident,GAA19CA576,9/27/19,"Pollock, LA",United States,31.479445,-92.461111,L66,POLLOCK MUNI,Non-Fatal,Substantial,Airplane,Piper,PA 22,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Probable Cause
20190930X81213,Accident,CEN19LA334,9/27/19,"Columbus, MS",United States,33.498055,-88.418889,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Air Tractor,AT802,0,Turbo Prop,Aerial Application,0,1,0,0,VMC,MANEUVERING,Preliminary
20190929X73348,Accident,WPR19FA266,9/26/19,"Cowles, NM",United States,35.905556,-105.558889,Unknown,Unknown,Fatal,Destroyed,Airplane,American Aviation,AA5,1,Reciprocating,Personal,2,0,0,0,VMC,CLIMB,Preliminary
20190927X91240,Accident,GAA19CA575,9/26/19,"Lander, WY",United States,42.815278,-108.728611,LND,Hunt Field,Non-Fatal,Substantial,Airplane,Piper,J3C,1,Reciprocating,Personal,0,0,2,0,VMC,TAKEOFF,Probable Cause
20190925X33744,Accident,GAA19CA590,9/25/19,"St. Augustine, FL",United States,29.959167,-81.339722,SGJ,Northeast Florida Rgnl,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Instructional,0,0,0,1,VMC,LANDING,Probable Cause
20191014X65341,Accident,GAA19CA587,9/25/19,"Lubbock, TX",United States,33.663611,-101.820556,LBB,Lubbock Preston Smith Intl,Non-Fatal,Substantial,Airplane,Beech,36,1,Reciprocating,Personal,0,0,0,1,UNK,TAKEOFF,Probable Cause
20190926X90325,Accident,GAA19CA571,9/25/19,"Lafayette, IN",United States,40.412222,-86.936944,LAF,Purdue University,Non-Fatal,Substantial,Airplane,Cessna,152,1,Reciprocating,Instructional,0,0,0,1,VMC,LANDING,Probable Cause
20190926X00136,Accident,GAA19CA570,9/25/19,"Lexington, NE",United States,40.786389,-99.778334,LXN,Jim Kelly Field,Non-Fatal,Substantial,Airplane,Cirrus,SR22,1,Reciprocating,Instructional,0,1,1,0,VMC,GO-AROUND,Probable Cause
20190925X65544,Accident,CEN19TA333,9/25/19,"Bolivar, MO",United States,37.596111,-93.348055,M17,Bolivar Municipal Airport,Non-Fatal,Substantial,Airplane,Lancair,LANCAIR 320,1,Reciprocating,Personal,0,0,0,1,VMC,APPROACH,Factual
20190926X54020,Accident,ANC19TA055,9/25/19,"Tyonek, AK",United States,60.978889,-151.892222,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Stinson,108,1,Reciprocating,Personal,0,1,1,0,VMC,TAKEOFF,Preliminary
20191023X31849,Accident,GAA19CA591,9/24/19,"ELIZABETHTOWN, NC",United States,34.601111,-78.578889,EYF,CURTIS L BROWN JR FIELD,Non-Fatal,Destroyed,Airplane,Cessna,182,1,Reciprocating,Personal,0,1,0,2,VMC,LANDING,Probable Cause
