Event_Id,Investigation_Type,Accident_Number,Event_Date,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_Damage,Aircraft_Category,Make,Model,Number_of_Engines,Engine_Type,Purpose_of_Flight,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,Weather_Condition,Broad_Phase_of_Flight,Report_Status
20190924X31842,Accident,ERA19LA282,9/24/19,"St. Augustine, FL",United States,29.959167,-81.339722,SGJ,Northeast Florida Regional,Non-Fatal,Substantial,Airplane,Cessna,337,2,Reciprocating,Instructional,0,2,0,0,VMC,TAKEOFF,Preliminary
20190924X51230,Accident,ERA19LA280,9/24/19,"Manville, NJ",United States,40.528889,-74.59,47N,Central Jersey Rgnl,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Instructional,0,0,0,1,VMC,APPROACH,Preliminary
20190927X11515,Accident,GAA19CA580,9/23/19,"Plant City, FL",United States,28.000278,-82.163333,PCM,Plant City,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Instructional,0,0,0,1,VMC,TAKEOFF,Probable Cause
20190926X10236,Accident,GAA19CA572,9/23/19,"Boulder, CO",United States,40.039444,-105.226111,BDU,Boulder Muni,Non-Fatal,Substantial,Airplane,Piper,PA18,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Probable Cause
20190925X82721,Accident,GAA19CA567,9/23/19,"Kershaw, SC",United States,34.496111,-80.531945,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,GEORGE W. FELIX,MOSQUITO,1,Reciprocating,Personal,0,0,0,1,VMC,TAKEOFF,Probable Cause
20190924X40244,Accident,GAA19CA564,9/23/19,"Skwentna, AK",United States,61.769167,-151.584444,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Piper,PA18,1,Reciprocating,Personal,0,0,0,1,VMC,TAKEOFF,Probable Cause
20190924X13902,Accident,GAA19CA560,9/23/19,"Rose Hill, KS",United States,37.564722,-97.174723,K50,COOK AIRFIELD,Non-Fatal,Substantial,Airplane,THOMAS LEE,Nieuport 11,1,Reciprocating,Personal,0,0,0,1,VMC,TAKEOFF,Probable Cause
20190923X24629,Accident,ERA19TA277,9/23/19,"Lakeland, FL",United States,27.931389,-82.043333,X49,South Lakeland Airport,Non-Fatal,Substantial,Airplane,Vans,RV 6,1,Reciprocating,Personal,0,1,0,1,Unknown,LANDING,Preliminary
20190924X03137,Accident,CEN19FA332,9/23/19,"Prairie Grove, AR",United States,35.7875,-94.355,Unknown,Unknown,Fatal,Substantial,Airplane,Cessna,150,1,Reciprocating,Personal,1,0,0,0,VMC,CRUISE,Preliminary
20190922X23136,Accident,GAA19CA563,9/22/19,"Mountain Village, AK",United States,61.934722,-163.664167,Unknown,Unknown,Non-Fatal,Substantial,Airplane,De Havilland,BEAVER DHC 2,1,Reciprocating,Unknown,0,0,0,3,VMC,TAKEOFF,Probable Cause
20190923X32230,Accident,ANC19LA054,9/22/19,"Beluga, AK",United States,61.314167,-151.224445,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Piper,PA 18,1,Reciprocating,Personal,0,0,0,2,VMC,TAKEOFF,Preliminary
20190921X12124,Accident,CEN19FA325,9/21/19,"Conroe, TX",United States,30.344722,-95.405278,CXO,Conroe-North Houston Rgnl,Fatal,Substantial,Airplane,Cessna,A185,0,Unknown,Personal,2,0,0,0,Unknown,TAKEOFF,Preliminary
20190923X91130,Accident,GAA19CA569,9/20/19,"Fort Wayne, IN",United States,41.143333,-85.152778,SMD,Smith Field,Non-Fatal,Substantial,Airplane,Diamond,DA20,1,Reciprocating,Personal,0,0,0,2,VMC,APPROACH,Probable Cause
20190922X10702,Accident,GAA19CA562,9/20/19,"Kotzebue, AK",United States,66.884722,-162.598055,OTZ,Ralph Wien Memorial,Non-Fatal,Substantial,Airplane,De Havilland,BEAVER DHC 2 MK.1,1,Reciprocating,Other Work Use,0,0,0,1,VMC,TAKEOFF,Probable Cause
20190923X20308,Accident,GAA19CA559,9/20/19,"Sedona, AZ",United States,34.848611,-111.788333,SEZ,Sedona,Non-Fatal,Substantial,Airplane,Piper,PA60,2,Reciprocating,Personal,0,0,0,4,VMC,LANDING,Probable Cause
20190920X52540,Accident,ERA19TA278,9/20/19,"Pepperell, MA",United States,42.696944,-71.548889,26MA,Pepperell,Non-Fatal,Substantial,Airplane,Cessna,208,1,Turbo Prop,Skydiving,0,0,0,2,VMC,APPROACH,Factual
20190923X91342,Accident,CEN19LA326,9/20/19,"Lancaster, TX",United States,32.5775,-96.7175,LNC,Lancaster Regional,Non-Fatal,Substantial,Airplane,Vans,VANS RV-10,0,Reciprocating,Personal,0,0,0,4,VMC,GO-AROUND,Preliminary
20190919X05306,Accident,WPR19FA263,9/19/19,"Nixon, NV",United States,39.781111,-119.470556,Unknown,Unknown,Fatal,Destroyed,Airplane,Cessna,182,1,Reciprocating,Personal,2,0,0,0,VMC,Unknown,Factual
20190919X65015,Accident,WPR19FA262,9/19/19,"Torrance, CA",United States,33.803333,-118.339722,TOA,Zamperini Field,Fatal,Substantial,Airplane,Cessna,177,1,Reciprocating,Aerial Observation,1,1,0,0,VMC,TAKEOFF,Preliminary
20190924X61612,Accident,GAA19CA566,9/18/19,"Denton, TX",United States,33.2075,-97.197777,DTO,DENTON ENTERPRISE,Non-Fatal,Substantial,Airplane,Cessna,152,1,Reciprocating,Instructional,0,0,0,1,VMC,LANDING,Probable Cause
20190919X01738,Accident,CEN19TA335,9/18/19,"De Soto, MS",United States,32.005556,-88.612778,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Vans,RV 4,1,Reciprocating,Personal,0,0,2,0,VMC,DESCENT,Factual
20190919X01546,Accident,CEN19LA324,9/18/19,"Duncan, OK",United States,34.471389,-97.959722,DUC,Halliburton Field,Non-Fatal,Destroyed,Airplane,Best Off,SKYRANGER,1,Reciprocating,Personal,0,0,0,1,VMC,TAXI,Preliminary
20190918X85320,Accident,CEN19FA323,9/18/19,"London, OH",United States,39.932778,-83.461944,UYF,Madison County,Fatal,Destroyed,Airplane,Beech,V35TC,1,Reciprocating,Personal,1,0,0,0,Unknown,MANEUVERING,Preliminary
20190919X42144,Accident,GAA19CA584,9/17/19,"New Meadows, ID",United States,44.978056,-116.283889,1U4,New Meadows,Non-Fatal,Substantial,Airplane,Piper,PA18,1,Reciprocating,Instructional,0,0,0,2,VMC,LANDING,Probable Cause
20190918X55228,Accident,GAA19CA556,9/17/19,"Naples, FL",United States,26.15,-81.778611,APF,NAPLES MUNI,Non-Fatal,Substantial,Airplane,Cessna,152,1,Reciprocating,Instructional,0,0,0,1,VMC,LANDING,Probable Cause
20190917X60952,Accident,GAA19CA552,9/17/19,"Palmer, AK",United States,61.355278,-148.409444,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Maule,M 6-235,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Probable Cause
20190917X91309,Accident,ERA19LA274,9/17/19,"Fort Meade, MD",United States,39.083889,-76.762222,FME,Tipton,Non-Fatal,Substantial,Airplane,Socata,TB9,1,Reciprocating,Instructional,0,0,1,1,VMC,APPROACH,Preliminary
20190917X85414,Accident,ERA19LA273,9/17/19,"Sardis, GA",United States,33.028056,-81.787777,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,Robinson,R44,1,Reciprocating,Aerial Application,0,1,0,0,VMC,MANEUVERING,Preliminary
20190918X94902,Accident,ERA19FA275,9/17/19,"Stroudsburg, PA",United States,40.57,-75.18,50PA,Pegasus Air Park,Fatal,Destroyed,Airplane,Vans,RV 8,1,Reciprocating,Personal,2,0,0,0,VMC,MANEUVERING,Preliminary
20190917X81400,Accident,GAA19CA554,9/16/19,"Owasso, OK",United States,36.266667,-95.783611,O38,Gundys,Non-Fatal,Substantial,Airplane,Piper,PA32R,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Probable Cause
20190916X74851,Accident,GAA19CA550,9/16/19,"Reno, NV",United States,39.668056,-119.876389,RTS,Reno/Stead,Non-Fatal,Substantial,Airplane,Pzl Okecie,PZL104,1,Turbo Prop,Personal,0,0,0,3,VMC,TAKEOFF,Probable Cause
20190918X63903,Accident,GAA19CA555,9/15/19,"Toklat, AK",United States,64.527778,-150.423334,Unknown,Unknown,Non-Fatal,Substantial,Airplane,CESSNA,175,1,Reciprocating,Personal,0,1,0,0,UNK,TAKEOFF,Probable Cause
20190917X44914,Accident,GAA19CA551,9/15/19,"Healy, AK",United States,63.951111,-144.671667,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Piper,PA 12,1,Reciprocating,Personal,0,0,0,2,VMC,TAKEOFF,Probable Cause
20190916X23902,Accident,GAA19CA549,9/15/19,"Kennett, MO",United States,36.225834,-90.036666,TKX,Kennett Memorial,Non-Fatal,Substantial,Airplane,Cessna,L19,1,Reciprocating,Personal,0,0,0,2,VMC,STANDING,Probable Cause
20190916X23517,Accident,ERA19LA272,9/15/19,"Norfolk, VA",United States,36.665556,-76.320556,CPK,Chesapeake Rgnl,Non-Fatal,Substantial,Airplane,DIAMOND,DA40,1,Reciprocating,Personal,0,0,1,0,VMC,TAKEOFF,Preliminary
20190916X82539,Accident,CEN19TA321,9/15/19,"Gulf of Mexico, GM",United States,28.866945,-89.302222,Unknown,Unknown,Non-Fatal,Destroyed,Airplane,Piper,PA46,1,Reciprocating,Personal,0,0,0,1,VMC,MANEUVERING,Factual
20190914X42536,Accident,WPR19LA273,9/14/19,"Tucumcari, NM",United States,35.125556,-103.839166,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Smyth,SIDEWINDER,0,Unknown,Personal,0,0,0,1,VMC,Unknown,Preliminary
20190914X20733,Accident,GAA19CA546,9/14/19,"Chandler, AZ",United States,33.269723,-111.814167,CHD,CHANDLER MUNI,Non-Fatal,Substantial,Airplane,Mooney,M20M,1,Reciprocating,Instructional,0,0,0,2,VMC,TAKEOFF,Probable Cause
20190915X92010,Accident,CEN19LA331,9/14/19,"Orange, TX",United States,30.075278,-93.695277,LCH,Unknown,Non-Fatal,Substantial,Airplane,Cirrus,SR20,1,Reciprocating,Personal,0,0,0,2,VMC,CRUISE,Preliminary
20190914X53757,Accident,WPR19LA259,9/13/19,"Marana, AZ",United States,32.403889,-111.219723,AVQ,Marana Regional Airport,Non-Fatal,Substantial,Airplane,Piper,PA28,1,Reciprocating,Instructional,0,0,0,3,VMC,STANDING,Preliminary
20190913X95610,Accident,GAA19CA545,9/13/19,"Caldwell, ID",United States,43.725556,-116.866945,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Cessna,P206,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Probable Cause
20200212X20909,Accident,ERA19CA291,9/13/19,"Sebring, FL",United States,27.456389,-81.3425,SEF,Sebring Rgnl,Non-Fatal,Substantial,Airplane,Beech,55,2,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Factual
20190915X91550,Accident,CEN19LA320,9/13/19,"Hoagland, IN",United States,40.924445,-85.017223,FWA,FORT WAYNE INTL,Non-Fatal,Substantial,Airplane,Cirrus,SR22,1,Reciprocating,Personal,0,0,2,0,IMC,CRUISE,Preliminary
20190912X81942,Accident,WPR19LA257,9/12/19,"Good Springs, NV",United States,35.908056,-115.435,Unknown,Unknown,Non-Fatal,Substantial,Balloon,Kubicek,BB60,0,Unknown,Aerial Observation,0,3,6,0,VMC,LANDING,Preliminary
20190912X05539,Accident,GAA19CA544,9/12/19,"Hemet, CA",United States,33.727778,-117.030556,HMT,Hemet-Ryan,Non-Fatal,Substantial,Airplane,Cessna,172F,1,Reciprocating,Instructional,0,0,0,2,VMC,LANDING,Probable Cause
20190912X15638,Accident,GAA19CA543,9/12/19,"Memphis, TN",United States,35.201111,-90.053889,M01,GENERAL DEWITT SPAIN,Non-Fatal,Substantial,Airplane,Cessna,150,1,Reciprocating,Instructional,0,0,0,2,VMC,LANDING,Probable Cause
20190912X11044,Accident,GAA19CA542,9/12/19,"Phoenix, AZ",United States,33.688333,-112.0825,DVT,Phoenix Deer Valley,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Instructional,0,0,0,1,VMC,TAKEOFF,Probable Cause
20190912X74625,Accident,ERA19LA279,9/12/19,"Charlotte Amalie, VI",United States,18.3375,-64.967223,TIST,Cyril E King,Non-Fatal,Substantial,Airplane,Piper,PA23,2,Reciprocating,Personal,0,0,0,1,VMC,TAXI,Preliminary
20190912X21218,Accident,ERA19LA269,9/12/19,"Bowie, MD",United States,38.945,-76.773334,W00,Freeway,Non-Fatal,Substantial,Airplane,Mooney,M20J,1,Reciprocating,Personal,0,0,2,0,VMC,TAKEOFF,Preliminary
20190912X71702,Accident,CEN19LA318,9/12/19,"Hill City, SD",United States,43.9325,-103.583611,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,Bell,206,0,Unknown,Personal,0,0,0,2,VMC,MANEUVERING,Preliminary
20190912X21831,Accident,CEN19LA316,9/12/19,"Eustace, TX",United States,32.276667,-96.006667,Unknown,Unknown,Fatal,Substantial,Powered Parachute,Infinity Power Parachutes,IPP2,1,Reciprocating,Personal,1,0,0,0,VMC,CRUISE,Preliminary
20190911X73205,Accident,WPR19LA255,9/11/19,"Azusa, CA",United States,34.123889,-117.898611,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,Sikorsky,S58,1,Turbo Shaft,Positioning,0,0,0,1,VMC,CRUISE,Preliminary
20191127X60120,Accident,GAA19CA596,9/11/19,"Reno, NV",United States,39.668056,-119.876389,RTS,Reno/Stead,Non-Fatal,Substantial,Airplane,Pitts,S1,1,Reciprocating,Air Race/Show,0,0,0,1,VMC,LANDING,Probable Cause
20190911X10827,Accident,GAA19CA581,9/11/19,"Hollywood, FL",United States,25.998333,-80.240833,HWO,NORTH PERRY,Non-Fatal,Substantial,Airplane,Cessna,152,1,Reciprocating,Instructional,0,0,0,1,VMC,LANDING,Probable Cause
20190911X83636,Accident,ERA19LA268,9/11/19,"St. Augustine, FL",United States,29.959167,-81.339722,SGJ,Northeast Florida Rgnl,Non-Fatal,Substantial,Airplane,Beech,35,0,Unknown,Personal,0,0,2,0,VMC,LANDING,Preliminary
20190911X54810,Accident,CEN19MA312,9/11/19,"Monclova, OH",United States,41.596389,-83.783889,TOL,Toledo Express,Fatal,Destroyed,Airplane,Convair,440,2,Reciprocating,Unknown,2,0,0,0,VMC,APPROACH,Preliminary
20190911X11037,Accident,CEN19LA317,9/11/19,"Boca Raton, FL",United States,26.378611,-80.108333,BCT,Boca Raton Airport,Non-Fatal,Destroyed,Airplane,Piper,PA28,0,Unknown,Personal,0,1,1,0,VMC,TAKEOFF,Preliminary
20190912X11052,Accident,CEN19LA315,9/11/19,"Kingman, KS",United States,37.669167,-98.123889,9K8,Kingman Airport,Non-Fatal,Substantial,Airplane,Piper,PA34,2,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Preliminary
20190911X60317,Accident,CEN19LA314,9/11/19,"Colorado Springs, CO",United States,38.805833,-104.700833,COS,City of Colorado Springs Munic,Non-Fatal,Substantial,Airplane,Piper,PA28,1,Reciprocating,Personal,0,0,0,2,VMC,TAXI,Factual
20190910X53248,Accident,WPR19LA253,9/10/19,"Maricopa, AZ",United States,32.990555,-111.917223,A39,Ak-Chin Rgnl,Non-Fatal,Substantial,Airplane,Ercoupe,415,1,Reciprocating,Instructional,0,2,0,0,VMC,TAKEOFF,Preliminary
20190910X44456,Accident,ERA19TA276,9/10/19,"Panama City, FL",United States,30.358333,-85.795555,ECP,Northwest Florida Beaches Intl,Non-Fatal,Substantial,Airplane,Beech,23,1,Reciprocating,Instructional,0,0,0,2,VMC,APPROACH,Preliminary
20190910X65550,Accident,CEN19LA311,9/10/19,"Grassy Butte, ND",United States,47.378611,-103.589722,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Personal,0,1,0,0,VMC,TAKEOFF,Factual
20190918X22632,Accident,WPR19LA261,9/9/19,"Reno, NV",United States,39.6675,-119.8725,RTS,Reno/Stead Airport,Non-Fatal,Substantial,Airplane,Stoddard Hamilton,GLASAIR II,0,Reciprocating,Personal,0,0,1,0,VMC,MANEUVERING,Preliminary
20190913X30543,Accident,GAA19CA585,9/9/19,"Keystone Heights, FL",United States,29.844722,-82.0475,42J,Keystone Airpark,Non-Fatal,Substantial,Airplane,Beech,23,1,Reciprocating,Personal,0,0,0,2,VMC,TAXI,Probable Cause
20190909X51212,Accident,CEN19LA309,9/9/19,"WALKERTON, IN",United States,41.505,-86.515556,Unknown,Unknown,Non-Fatal,Substantial,Helicopter,Bell,206,0,Unknown,Aerial Application,0,0,0,1,Unknown,MANEUVERING,Preliminary
20190909X25123,Accident,CEN19LA308,9/9/19,"WHITEHALL, MI",United States,43.405556,-86.335555,KFFX,Fremont Municipal Airport,Fatal,Destroyed,Airplane,Cessna,150,1,Reciprocating,Personal,1,0,0,0,VMC,Unknown,Preliminary
20190911X92611,Accident,WPR19FA256,9/8/19,"La Grande, OR",United States,45.146389,-118.293333,Unknown,Unknown,Fatal,Destroyed,Airplane,Piper,PA32,1,Reciprocating,Personal,1,0,0,0,Unknown,CRUISE,Preliminary
20190908X05518,Accident,ERA19FA266,9/8/19,"Marathon, FL",United States,24.7325,-81.07,MTH,The Florida Keys Marathon Inte,Fatal,Substantial,Airplane,Cessna,210,1,Reciprocating,Personal,2,0,0,0,VMC,TAKEOFF,Preliminary
20190909X13121,Accident,CEN19FA307,9/8/19,"Lakeview, SD",United States,43.039444,-100.805556,Unknown,Unknown,Fatal,Substantial,Airplane,Cessna,140,1,Reciprocating,Aerial Observation,2,0,0,0,VMC,UNKNOWN,Preliminary
20190908X00550,Accident,WPR19FA252,9/7/19,"Las Vegas, NV",United States,35.971389,-115.133889,HND,Henderson Executive,Fatal,Destroyed,Airplane,Beech,C24,1,Reciprocating,Instructional,2,2,0,0,VMC,TAKEOFF,Preliminary
20190908X51027,Accident,GAA19CA535,9/7/19,"TURKEY, TX",United States,34.4,-100.887222,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Air Tractor,AT 602,1,Turbo Prop,Personal,0,0,1,1,VMC,MANEUVERING,Probable Cause
20190909X21154,Accident,GAA19CA529,9/7/19,"Mekoryuk, AK",United States,59.935277,-165.576945,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Personal,0,0,0,1,VMC,TAKEOFF,Probable Cause
20190909X03241,Accident,GAA19CA528,9/7/19,"Lakeport, CA",United States,39.039444,-122.907778,Unknown,Unknown,Non-Fatal,Substantial,Airplane,SIAI-MARCHETTI,SM 1019,1,Turbo Prop,Personal,0,0,2,0,VMC,TAKEOFF,Probable Cause
20190909X25819,Accident,CEN19TA310,9/7/19,"Winnsboro, LA",United States,32.22,-91.87,6LA6,Williams Flying Service,Non-Fatal,Substantial,Airplane,Champion,7KCAB,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Factual
20190907X64846,Accident,CEN19LA306,9/7/19,"Kingsbury, TX",United States,29.634166,-97.811667,85TE,Old Kingsbury Aerodrome,Non-Fatal,Substantial,Airplane,Pietenpol,Sky Scout,1,Reciprocating,Personal,0,1,0,0,VMC,TAKEOFF,Preliminary
20190907X85739,Accident,CEN19FA305,9/7/19,"Carpenter, WY",United States,41.03,-104.246389,Unknown,Unknown,Fatal,Destroyed,Airplane,Champion,7GCBC,1,Unknown,Personal,1,0,0,0,VMC,CRUISE,Preliminary
20190906X45558,Accident,WPR19FA251,9/6/19,"Hood River, OR",United States,45.673889,-121.542222,4S2,Ken Jernstedt Airfield,Fatal,Substantial,Airplane,Piper,PA18,1,Reciprocating,Personal,2,0,0,0,Unknown,TAKEOFF,Preliminary
20190909X84531,Accident,GAA19CA531,9/6/19,"Nuiqsut, AK",United States,63.888611,-160.799166,AQT,Nuiqsut,Non-Fatal,Substantial,Helicopter,Robinson,R44,1,Reciprocating,External Load,0,0,0,1,VMC,Unknown,Probable Cause
20190906X72538,Accident,ERA19FA265,9/6/19,"Lady Lake, FL",United States,28.945,-81.869167,97FL,Love Field,Fatal,Destroyed,Airplane,Vans,RV-12,0,Reciprocating,Personal,1,0,0,0,VMC,APPROACH,Preliminary
20190906X41941,Accident,CEN19LA322,9/6/19,"Pocahontas, IA",United States,42.742777,-94.647222,POH,Pocahontas Municipal Airport,Non-Fatal,Substantial,Airplane,Cessna,195A,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Preliminary
20190906X42945,Accident,CEN19LA304,9/6/19,"Midlothian, TX",United States,32.463889,-96.920834,JWY,Mid-Way Regional,Non-Fatal,Substantial,Airplane,PIPER,PA-28D-180,1,Reciprocating,Instructional,0,0,0,1,VMC,TAKEOFF,Factual
20190906X30739,Accident,GAA19CA536,9/5/19,"TAHLEQUAH, OK",United States,35.930278,-95.004444,TQH,Tahlequah Muni,Non-Fatal,Substantial,Airplane,Cessna,310,2,Reciprocating,Personal,0,0,2,0,VMC,APPROACH,Factual
20190905X63951,Accident,GAA19CA526,9/5/19,"Glendo, WY",United States,42.52,-105.02,76V,Thomas Memorial,Non-Fatal,Substantial,Airplane,Pietenpol,PIETENPOL AIRCAMPER,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Probable Cause
20190917X94314,Accident,ANC19LA053,9/5/19,"Chugiak, AK",United States,61.416111,-149.508333,BCV,Birchwood,Non-Fatal,Substantial,Airplane,Piper,PA18,1,Reciprocating,Instructional,0,0,0,2,VMC,LANDING,Factual
20190905X13813,Accident,WPR19FA250,9/4/19,"Henefer, UT",United States,41.015278,-111.580834,Unknown,Unknown,Fatal,Substantial,Airplane,Cessna,210,1,Reciprocating,Aerial Observation,2,0,0,0,VMC,MANEUVERING,Preliminary
20190904X15204,Accident,GAA19CA548,9/4/19,"LANCASTER, TX",United States,32.5775,-96.7175,LNC,Lancaster Rgnl,Non-Fatal,Substantial,Airplane,Cessna,180,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Probable Cause
20190911X54459,Accident,GAA19CA539,9/4/19,"Winfield, AL",United States,33.863333,-87.845277,AL54,Bird Nest,Non-Fatal,Substantial,Airplane,Piper,J3C,1,Reciprocating,Personal,0,0,0,1,VMC,TAXI,Probable Cause
20190911X61152,Accident,GAA19CA538,9/4/19,"Palmer, AK",United States,61.31,-148.58,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Piper,PA18,1,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Probable Cause
20190905X00425,Accident,GAA19CA525,9/4/19,"Charleston, WV",United States,38.369445,-81.601944,CRW,YEAGER,Non-Fatal,Substantial,Airplane,Cessna,182,1,Reciprocating,Personal,0,0,1,0,VMC,LANDING,Probable Cause
20190904X84400,Accident,CEN19LA303,9/4/19,"Van Wert, OH",United States,40.881667,-84.644166,VNW,Van Wert County,Non-Fatal,Substantial,Airplane,Phantom Aeronautics,X-1,1,Reciprocating,Personal,0,0,0,1,VMC,Unknown,Factual
20190903X30852,Accident,CEN19LA313,9/3/19,"Mack, CO",United States,39.268056,-108.864167,10CO,Mack Mesa,Non-Fatal,Substantial,Airplane,Jackson,Velocity,1,Reciprocating,Business,0,0,0,1,VMC,CLIMB,Factual
20190912X20648,Accident,ANC19LA051,9/3/19,"Girdwood, AK",United States,60.968889,-149.119445,AQY,Girdwood,Non-Fatal,Substantial,Airplane,Lake,LA-4-200,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Factual
20190903X83853,Accident,GAA19CA534,9/2/19,"Sawyer, MI",United States,46.318889,-87.281945,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Piper,PA28,1,Reciprocating,Personal,0,0,0,2,VMC,DESCENT,Probable Cause
20190904X83048,Accident,GAA19CA523,9/2/19,"San Carlos, CA",United States,37.511944,-122.249444,SQL,San Carlos,Non-Fatal,Substantial,Airplane,Cessna,A185,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Probable Cause
20190902X33852,Accident,GAA19CA520,9/2/19,"Mackinac Island, MI",United States,45.865,-84.637222,MCD,Mackinac Island,Non-Fatal,Substantial,Airplane,Piper,PA32RT,1,Reciprocating,Personal,0,0,0,6,VMC,LANDING,Probable Cause
20190903X80826,Accident,ERA19LA263,9/2/19,"Russellville, AL",United States,34.539444,-87.530834,Unknown,Unknown,Fatal,Destroyed,Airplane,Weatherly,620,0,Reciprocating,Aerial Application,1,0,0,0,VMC,MANEUVERING,Preliminary
20190923X61348,Accident,CEN19TA327,9/2/19,"Tulsa, OK",United States,36.198333,-95.888055,TUL,Tulsa International,Non-Fatal,Substantial,Airplane,Piper,PA60,2,Reciprocating,Personal,0,0,0,2,VMC,LANDING,Factual
20190913X55333,Accident,CEN19LA319,9/2/19,"Branson, MO",United States,36.531945,-93.200556,BBG,Branson Airport,Non-Fatal,Substantial,Airplane,LANCAIR,LC41-550FG,1,Unknown,Personal,0,0,3,0,VMC,CLIMB,Preliminary
20190903X83852,Accident,CEN19LA302,9/2/19,"La Grange, TX",United States,29.908333,-96.95,3T5,Fayette Regional,Non-Fatal,Substantial,Airplane,Cessna,172,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Factual
20190902X34852,Accident,CEN19LA297,9/2/19,"Independence, MI",United States,42.757222,-83.353333,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Piper,J3C,0,Unknown,Personal,0,2,0,0,VMC,TAKEOFF,Preliminary
20190902X32852,Accident,CEN19CA336,9/2/19,"Taylor, TX",United States,30.572778,-97.443055,T74,Taylor Muni,Non-Fatal,Substantial,Airplane,Piper,PA38,1,Reciprocating,Instructional,0,0,0,2,VMC,TAKEOFF,Probable Cause
20190909X81218,Accident,GAA19CA530,9/1/19,"Chickaloon, AK",United States,61.673056,-148.546944,Unknown,Unknown,Non-Fatal,Substantial,Airplane,Piper,PA 18,1,Reciprocating,Personal,0,0,0,1,VMC,LANDING,Probable Cause
